language,File Path,C#ToHaskell.hs,returncode,input,Expected,actualy
Haskell,./Projects/Baklava/Executions\08-07-2024_15h18m18s\PythonToHaskell.hs,PythonToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*********************
*********************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***
          *"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h21m36s\C#ToHaskell.hs,C#ToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","*
 ***
  *****
   *******
    *********
     ***********
      *************
       ***************
        *****************
         *******************
         *******************
        *****************
       ***************
      *************
     ***********
    *********
   *******
  *****
 ***
*"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h21m36s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***
          *"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h24m50s\C++ToHaskell.hs,C++ToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","*********************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***
          *
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***
          *"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h24m50s\CToHaskell.hs,CToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*********************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h24m50s\PythonToHaskell.hs,PythonToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*********************
*********************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***
          *"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h28m11s\C#ToHaskell.hs,C#ToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*********************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h28m11s\CToHaskell.hs,CToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***
          *"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h28m11s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***
          *"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h28m11s\PascalToHaskell.hs,PascalToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
          ***
          *****
          *******
          *********
          ***********
          *************
          ***************
          *****************
          *******************
          *********************
          *******************
          *****************
          ***************
          *************
          ***********
          *********
          *******
          *****
          ***
          *"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h28m11s\PythonToHaskell.hs,PythonToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*********************
*********************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***
          *"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h31m31s\C#ToHaskell.hs,C#ToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***
          *"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h31m31s\CToHaskell.hs,CToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*********************"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h31m31s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*********************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h34m42s\C#ToHaskell.hs,C#ToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***
          *"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h34m42s\CToHaskell.hs,CToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","         *
        ***
       *****
      *******
     *********
    ***********
   *************
  ***************
 *****************
*******************
*********************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h34m42s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*********************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***"
Haskell,./Projects/Baklava/Executions\08-07-2024_15h34m42s\PascalToHaskell.hs,PascalToHaskell.hs,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
          ***
          *****
          *******
          *********
          ***********
          *************
          ***************
          *****************
          *******************
          *********************
 *******************
 *****************
 ***************
 *************
 ***********
 *********
 *******
 *****
 ***
 *"
Pascal,./Projects/Baklava/Executions\08-05-2024_19h01m56s\C#ToPascal.pas,C#ToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-05-2024_19h01m56s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-05-2024_19h05m24s\CToPascal.pas,CToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-05-2024_19h05m24s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-05-2024_19h12m09s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_14h49m49s\CToPascal.pas,CToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_14h53m02s\CToPascal.pas,CToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_14h56m10s\CToPascal.pas,CToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_14h56m10s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_14h59m03s\CToPascal.pas,CToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_14h59m03s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_15h02m22s\C#ToPascal.pas,C#ToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_15h11m51s\CToPascal.pas,CToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_15h11m51s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_15h14m59s\CToPascal.pas,CToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_15h18m18s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_15h21m36s\CToPascal.pas,CToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_15h24m50s\C#ToPascal.pas,C#ToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*********************
 *******************
  *****************
   ***************
    *************
     ***********
      *********
       *******
        *****
         ***"
Pascal,./Projects/Baklava/Executions\08-07-2024_15h28m11s\CToPascal.pas,CToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_15h31m31s\CToPascal.pas,CToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
Pascal,./Projects/Baklava/Executions\08-07-2024_15h31m31s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,nan,"           *
          ***
         *****
        *******
       *********
      ***********
     *************
    ***************
   *****************
  *******************
 *********************
  *******************
   *****************
    ***************
     *************
      ***********
       *********
        *******
         *****
          ***
           *","          *
         ***
        *****
       *******
      *********
     ***********
    *************
   ***************
  *****************
 *******************
*******************
 *****************
  ***************
   *************
    ***********
     *********
      *******
       *****
        ***
         *"
