language,File Path,C++ToC#.cs,returncode,input,Expected,actualy
Haskell,./Projects/HumanEvalX\7\ExecutionsExp15Run1\03-31-2025_14h21m42s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",Error: Could not parse the list argument
Java,./Projects/HumanEvalX\7\ExecutionsExp15Run1\03-31-2025_14h21m42s\PythonToJava.java,PythonToJava.java,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","[xxx, xxxAAA, xxx]"
C#,./Projects/HumanEvalX\71\ExecutionsExp15Run1\03-31-2025_14h41m58s\C++ToC#.cs,C++ToC#.cs,0,"[4, 8, 5]",0.01,"(8, 181534)"
C#,./Projects/HumanEvalX\71\ExecutionsExp15Run1\03-31-2025_14h41m58s\JavascriptToC#.cs,JavascriptToC#.cs,0,"[3, 4, 5]",6.0,"(6, 0)"
Java,./Projects/HumanEvalX\71\ExecutionsExp15Run1\03-31-2025_14h41m58s\JavascriptToJava.java,JavascriptToJava.java,0,"[3, 4, 5]",6.0,"(6, 0)"
Pascal,./Projects/HumanEvalX\71\ExecutionsExp15Run1\03-31-2025_14h41m58s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[3, 4, 5]",6.0,"(6, 0)"
C#,./Projects/HumanEvalX\71\ExecutionsExp15Run1\03-31-2025_14h41m58s\JavaToC#.cs,JavaToC#.cs,0,"[4, 8, 5]",0.01,"(8, 18)"
C#,./Projects/HumanEvalX\71\ExecutionsExp15Run1\03-31-2025_14h41m58s\PythonToC#.cs,PythonToC#.cs,0,"[4, 8, 5]",0.01,"(8, 18)"
Java,./Projects/HumanEvalX\73\ExecutionsExp15Run1\03-31-2025_14h49m54s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3, 5, 4, 7, 9, 6]]",4,"Error parsing input: For input string: """""
Haskell,./Projects/HumanEvalX\74\ExecutionsExp15Run1\03-31-2025_14h58m37s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['hi', 'admin'], ['hi', 'hi']]","['hi', 'hi']",Error: Could not parse input arguments
Haskell,./Projects/HumanEvalX\75\ExecutionsExp15Run1\03-31-2025_15h09m16s\C++ToHaskell.hs,C++ToHaskell.hs,0,[30],True,False
Java,./Projects/HumanEvalX\75\ExecutionsExp15Run1\03-31-2025_15h09m16s\C++ToJava.java,C++ToJava.java,0,[30],True,False
Pascal,./Projects/HumanEvalX\76\ExecutionsExp15Run1\03-31-2025_15h18m00s\JavaToPascal.pas,JavaToPascal.pas,0,"[1, 4]",True,FALSE
JavaScript,./Projects/HumanEvalX\8\ExecutionsExp15Run1\03-31-2025_15h33m14s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],"[0, 1]","[0, 0]"
Java,./Projects/HumanEvalX\8\ExecutionsExp15Run1\03-31-2025_15h33m14s\PythonToJava.java,PythonToJava.java,0,[[]],"[0, 1]","Error parsing input: begin 2, end 0, length 2"
Pascal,./Projects/HumanEvalX\80\ExecutionsExp15Run1\03-31-2025_15h41m44s\PythonToPascal.pas,PythonToPascal.pas,0,['a'],False,FALSE
C#,./Projects/HumanEvalX\81\ExecutionsExp15Run1\03-31-2025_15h49m02s\C++ToC#.cs,C++ToC#.cs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['A+', 'B', 'A+', 'C', 'A+']"
Pascal,./Projects/HumanEvalX\81\ExecutionsExp15Run1\03-31-2025_15h49m02s\C++ToPascal.pas,C++ToPascal.pas,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['E', 'B', 'E', 'C', 'E']"
Java,./Projects/HumanEvalX\81\ExecutionsExp15Run1\03-31-2025_15h49m02s\JavascriptToJava.java,JavascriptToJava.java,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","[A+, B, C-, C, A-]"
C#,./Projects/HumanEvalX\81\ExecutionsExp15Run1\03-31-2025_15h49m02s\JavaToC#.cs,JavaToC#.cs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['A', 'B', 'A', 'C', 'A']"
Java,./Projects/HumanEvalX\81\ExecutionsExp15Run1\03-31-2025_15h49m02s\PythonToJava.java,PythonToJava.java,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","[A+, B, C-, C, A-]"
Pascal,./Projects/HumanEvalX\82\ExecutionsExp15Run1\03-31-2025_16h01m18s\JavaToPascal.pas,JavaToPascal.pas,0,['Hello'],True,TRUE
Haskell,./Projects/HumanEvalX\85\ExecutionsExp15Run1\03-31-2025_16h23m35s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[4, 88]]",88,0
C++,./Projects/HumanEvalX\86\ExecutionsExp15Run1\03-31-2025_16h32m01s\JavaToC++.c++,JavaToC++.c++,0,['Hello World!!!'],Hello !!!Wdlor,Hello  !!!Wdlor
JavaScript,./Projects/HumanEvalX\88\ExecutionsExp15Run1\03-31-2025_16h40m23s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],[0]
C,./Projects/HumanEvalX\88\ExecutionsExp15Run1\03-31-2025_16h40m23s\PythonToC.c,PythonToC.c,0,[[5]],[5],[]
Pascal,./Projects/HumanEvalX\88\ExecutionsExp15Run1\03-31-2025_16h40m23s\PythonToPascal.pas,PythonToPascal.pas,0,[[]],[],[0]
Java,./Projects/HumanEvalX\94\ExecutionsExp15Run1\03-31-2025_17h21m39s\PythonToJava.java,PythonToJava.java,0,"[[0, 3, 2, 1, 3, 5, 7, 4, 5, 5, 5, 2, 181, 32, 4, 32, 3, 2, 32, 324, 4, 3]]",10,"Error processing input: For input string: """""
Pascal,./Projects/HumanEvalX\94\ExecutionsExp15Run1\03-31-2025_17h21m39s\PythonToPascal.pas,PythonToPascal.pas,0,"[[0, 3, 2, 1, 3, 5, 7, 4, 5, 5, 5, 2, 181, 32, 4, 32, 3, 2, 32, 324, 4, 3]]",10,"Error: ""[0"" is an invalid integer"
C#,./Projects/HumanEvalX\96\ExecutionsExp15Run1\03-31-2025_17h31m26s\JavaToC#.cs,JavaToC#.cs,0,[5],"[2, 3]","(2, 3)"
Pascal,./Projects/HumanEvalX\98\ExecutionsExp15Run1\03-31-2025_17h39m45s\C++ToPascal.pas,C++ToPascal.pas,0,['U'],1,0
C#,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\C++ToC#.cs,C++ToC#.cs,0,['14.5'],15,145
Haskell,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\C++ToHaskell.hs,C++ToHaskell.hs,0,['14.5'],15,14
Java,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\C++ToJava.java,C++ToJava.java,0,['-15.5'],-16,-15
JavaScript,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\C++ToJavascript.js,C++ToJavascript.js,0,['-15.5'],-16,-15
Python,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\C++ToPython.py,C++ToPython.py,0,['14.5'],15,14
C#,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\JavascriptToC#.cs,JavascriptToC#.cs,0,['14.5'],15,145
Haskell,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,['-15.5'],-16,-15.0
Pascal,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,['14.5'],15,"Error: ""14.5"" is an invalid float"
Python,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\JavascriptToPython.py,JavascriptToPython.py,0,['-15.5'],-16,-15
C#,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\JavaToC#.cs,JavaToC#.cs,0,['14.5'],15,145
C#,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\PythonToC#.cs,PythonToC#.cs,0,['14.5'],15,145
Pascal,./Projects/HumanEvalX\99\ExecutionsExp15Run1\03-31-2025_17h46m57s\PythonToPascal.pas,PythonToPascal.pas,0,['14.5'],15,0
